"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Nelson Mullins et al","$40000","Talmer Bank & Trust"," Ron Klink ","Revolving Door Profiles","Former Members of Congress"
"Nelson Mullins et al","$40000","Talmer Bank & Trust"," Mick Nardelli ","Revolving Door Profiles","Non Former Members of Congress"
