"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bank of America","$3230000",""," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$3230000",""," John E Collingwood ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$3230000",""," Edward Jeffrey Hill ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$3230000",""," Darrell Minott ","No Revolving Door Profiles","Non Former Members of Congress"
"Crowell & Moring","$30000","Bank of America"," Theodore R Posner ","Revolving Door Profiles","Non Former Members of Congress"
"Mayer Brown LLP","$25000","Bank of America"," Timothy J Keeler ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$120000","Bank of America"," Izzy Klein ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$120000","Bank of America"," Tony Podesta ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$120000","Bank of America"," Michael Quaranta ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$120000","Bank of America"," Oscar T Ramirez ","Revolving Door Profiles","Non Former Members of Congress"
"Quadripoint Strategies","$90000","Bank of America"," David F Crane ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$260000","Bank of America"," Andrew H Barbour ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$260000","Bank of America"," Jon S Deuser ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$260000","Bank of America"," James C Free ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$260000","Bank of America"," W Timothy Locke ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$260000","Bank of America"," James E Smith ","Revolving Door Profiles","Non Former Members of Congress"
