"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Winning Strategies Washington","$20000","NCB Capital Impact"," Charla Penn Mcmanus ","Revolving Door Profiles","Non Former Members of Congress"
"Winning Strategies Washington","$20000","NCB Capital Impact"," Michael A Merola ","Revolving Door Profiles","Non Former Members of Congress"
