"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Manatos & Manatos","$0","Admirals Bank"," Andrew Manatos ","Revolving Door Profiles","Non Former Members of Congress"
"Manatos & Manatos","$0","Admirals Bank"," Mike Manatos ","No Revolving Door Profiles","Non Former Members of Congress"
