"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Agstar Financial Services","$180000",""," Staci Martin ","No Revolving Door Profiles","Non Former Members of Congress"
"Mercury/Clark & Weinstock","$90000","Agstar Financial Services"," Jesse Appleton ","Revolving Door Profiles","Non Former Members of Congress"
"Mercury/Clark & Weinstock","$90000","Agstar Financial Services"," Alan Elias ","Revolving Door Profiles","Non Former Members of Congress"
"Mercury/Clark & Weinstock","$90000","Agstar Financial Services"," Vin Weber ","Revolving Door Profiles","Former Members of Congress"
"Mercury/Clark & Weinstock","$90000","Agstar Financial Services"," Fowler West ","Revolving Door Profiles","Non Former Members of Congress"
