"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Ogilvy Government Relations","$80000","National Bank of Canada"," De'ana Dow ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$80000","National Bank of Canada"," Conrad A Lass ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$80000","National Bank of Canada"," Drew Maloney ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$80000","National Bank of Canada"," Gordon Taylor ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$80000","National Bank of Canada"," Ryan D Thompson ","Revolving Door Profiles","Non Former Members of Congress"
