"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Barclays","$440000",""," Patrick Durkin ","No Revolving Door Profiles","Non Former Members of Congress"
"Barclays","$440000",""," Allison Parent ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$240000","Barclays Capital"," Nick D Giordano ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$240000","Barclays Capital"," Jeff Levey ","No Revolving Door Profiles","Non Former Members of Congress"
"Hogan Lovells","$40000","Barclays Capital"," Robert E Glennon ","No Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$120000","Barclays"," John A Anderson ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$120000","Barclays"," Mitchell L Feuer ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$120000","Barclays"," Tara Wade Foscato ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$120000","Barclays"," Robert E Griner ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$120000","Barclays"," Peter D Rich ","Revolving Door Profiles","Non Former Members of Congress"
