"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Jones Walker et al","$120000","TCF Financial"," James J Butera ","No Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker et al","$120000","TCF Financial"," Palmer C Hamilton ","No Revolving Door Profiles","Non Former Members of Congress"
"Monument Strategies","$135000","TCF Financial"," Jon Alexander ","Revolving Door Profiles","Non Former Members of Congress"
