"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Boschwitz Assoc","$0","TCF Bank"," Rudy E Boschwitz ","Revolving Door Profiles","Former Members of Congress"
