"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Johnson David","$180000","TD Bank USA"," David Johnson ","No Revolving Door Profiles","Non Former Members of Congress"
"Steptoe & Johnson","$440000","Toronto-Dominion Bank"," John T Collins ","Revolving Door Profiles","Non Former Members of Congress"
"Steptoe & Johnson","$440000","Toronto-Dominion Bank"," Scott A Sinder ","No Revolving Door Profiles","Non Former Members of Congress"
"Steptoe & Johnson","$440000","Toronto-Dominion Bank"," Amanda P Varma ","No Revolving Door Profiles","Non Former Members of Congress"
"Steptoe & Johnson","$440000","Toronto-Dominion Bank"," Philip R West ","Revolving Door Profiles","Non Former Members of Congress"
"TD Bank USA","$1410000",""," Ronald J Lefrancois ","Revolving Door Profiles","Non Former Members of Congress"
"TD Bank USA","$1410000",""," Edward Silverman ","Revolving Door Profiles","Non Former Members of Congress"
