"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Hannegan Landau Poersch Advocacy","$60000","Oriental Financial Group"," Timothy Hannegan ","Revolving Door Profiles","Non Former Members of Congress"
