"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Squire Patton Boggs","$30000","IBL Bank SAL"," Gassan Baloul ","No Revolving Door Profiles","Non Former Members of Congress"
"Squire Patton Boggs","$30000","IBL Bank SAL"," Bret K Boyles ","Revolving Door Profiles","Non Former Members of Congress"
"Squire Patton Boggs","$30000","IBL Bank SAL"," Erin McGrain ","No Revolving Door Profiles","Non Former Members of Congress"
