"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Jones Walker LLP","$80000","International Bank of Commerce"," James J Butera ","No Revolving Door Profiles","Non Former Members of Congress"
"Signal Group","$120000","International Bancshares Corp"," Clare Adams ","No Revolving Door Profiles","Non Former Members of Congress"
"Signal Group","$120000","International Bancshares Corp"," Noe III Garcia ","Revolving Door Profiles","Non Former Members of Congress"
