"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Citizens Financial Group","$510000",""," Donna Brady ","No Revolving Door Profiles","Non Former Members of Congress"
"Citizens Financial Group","$510000",""," Jocelyn Kelly ","No Revolving Door Profiles","Non Former Members of Congress"
"Citizens Financial Group","$510000",""," Kenneth W Robinson ","No Revolving Door Profiles","Non Former Members of Congress"
"DLA Piper","$140000","Citizens Financial Group"," Matthew C Bernstein ","Revolving Door Profiles","Non Former Members of Congress"
"TG&C Group","$90000","Citizens Financial Group"," David F Crane ","Revolving Door Profiles","Non Former Members of Congress"
