"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Husch Blackwell LLP","$0","First National Of Nebraska"," Kyle J Gilster ","Revolving Door Profiles","Non Former Members of Congress"
