"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Joseph Group","$90000","ZestFinance"," Kevin Joseph ","Revolving Door Profiles","Non Former Members of Congress"
