"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Capitol Counsel","$120000","American Bankers Assn HSA Council"," Drew Goesl ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","American Bankers Assn HSA Council"," Denise M Henry ","No Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","American Bankers Assn HSA Council"," Jim Mccrery ","Revolving Door Profiles","Former Members of Congress"
"Capitol Counsel","$120000","American Bankers Assn HSA Council"," David Olander ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","American Bankers Assn HSA Council"," John D Raffaelli ","Revolving Door Profiles","Non Former Members of Congress"
"Covington & Burling","$40000","American Bankers Assn"," Edward L Yingling ","No Revolving Door Profiles","Non Former Members of Congress"
"Federal Resources Group","$120000","American Bankers Assn"," Haroon Khan ","Revolving Door Profiles","Non Former Members of Congress"
"Florida Bankers Assn","$0",""," Anthony Dimarco ","No Revolving Door Profiles","Non Former Members of Congress"
"Florida Bankers Assn","$0",""," Kenneth Pratt ","No Revolving Door Profiles","Non Former Members of Congress"
"Florida Bankers Assn","$0",""," Pamela Ricco ","No Revolving Door Profiles","Non Former Members of Congress"
"Florida Bankers Assn","$0",""," Alejandro Sanchez ","No Revolving Door Profiles","Non Former Members of Congress"
"Florida Bankers Assn","$0",""," Kimberly Siomkos ","No Revolving Door Profiles","Non Former Members of Congress"
"Glover Park Group","$160000","American Bankers Assn"," Jon Gans ","Revolving Door Profiles","Non Former Members of Congress"
"Glover Park Group","$160000","American Bankers Assn"," Brian Gaston ","Revolving Door Profiles","Non Former Members of Congress"
"Glover Park Group","$160000","American Bankers Assn"," John P Hughes ","Revolving Door Profiles","Non Former Members of Congress"
"Glover Park Group","$160000","American Bankers Assn"," Joel P Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"Glover Park Group","$160000","American Bankers Assn"," Lindsay Lee Plack ","Revolving Door Profiles","Non Former Members of Congress"
"Gray Geoffrey P","$20000","American Bankers Assn Card Policy Council"," Geoffrey P Gray ","Revolving Door Profiles","Non Former Members of Congress"
"Harbinger Strategies","$150000","American Bankers Assn Card Policy Council"," Kyle Nevins ","Revolving Door Profiles","Non Former Members of Congress"
"Harbinger Strategies","$150000","American Bankers Assn Card Policy Council"," John J O'Neill ","Revolving Door Profiles","Non Former Members of Congress"
"Harbinger Strategies","$150000","American Bankers Assn Card Policy Council"," Manny Rossman ","Revolving Door Profiles","Non Former Members of Congress"
"Harbinger Strategies","$150000","American Bankers Assn Card Policy Council"," Steve Stombres ","Revolving Door Profiles","Non Former Members of Congress"
"HSA Consulting Services LLC","$0","American Bankers Assn"," Todd Berkley ","No Revolving Door Profiles","Non Former Members of Congress"
"JDM Public Strategies","$100000","American Bankers Assn"," John D Mcmickle ","Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker LLP","$40000","Texas Bankers Assn"," James J Butera ","No Revolving Door Profiles","Non Former Members of Congress"
"McIntyre & Lemon","$20000","American Bankers Insurance Assn"," Chrys D Lemon ","Revolving Door Profiles","Non Former Members of Congress"
"McIntyre & Lemon","$20000","American Bankers Insurance Assn"," James T McIntyre ","Revolving Door Profiles","Non Former Members of Congress"
"Morrison & Foerster","$70000","American Bankers Assn"," Nathan Taylor ","No Revolving Door Profiles","Non Former Members of Congress"
"New York Bankers Assn","$220000",""," Karen Armstrong ","No Revolving Door Profiles","Non Former Members of Congress"
"New York Bankers Assn","$220000",""," Clare Cusack ","No Revolving Door Profiles","Non Former Members of Congress"
"New York Bankers Assn","$220000",""," Roberta Kotkin ","No Revolving Door Profiles","Non Former Members of Congress"
"New York Bankers Assn","$220000",""," Michael P Smith ","Revolving Door Profiles","Non Former Members of Congress"
"O'Rourke & Nappi","$150000","American Bankers Assn"," Douglas R Nappi ","Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$200000","American Bankers Assn"," Dee Buchanan ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal et al","$30000","New York Bankers Assn"," Dwight Fettig ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal et al","$30000","New York Bankers Assn"," Jillien Williams Flores ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal et al","$30000","New York Bankers Assn"," Andrew Lowenthal ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal et al","$30000","New York Bankers Assn"," Jason Pitcock ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal et al","$30000","New York Bankers Assn"," Lendell W Porterfield ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal et al","$30000","New York Bankers Assn"," Jeremy Rabinovitz ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal et al","$30000","New York Bankers Assn"," Dawn Sears ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal et al","$30000","New York Bankers Assn"," Ben Turner ","Revolving Door Profiles","Non Former Members of Congress"
"Ramthun Roy","$30000","American Bankers Assn"," Roy J Ramthun ","Revolving Door Profiles","Non Former Members of Congress"
"Tassey & Assoc","$120000","American Bankers Assn"," Jeffrey A Tassey ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$130000","American Bankers Assn"," Steve A Blumenthal ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$130000","American Bankers Assn"," Jack Steven Hart ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$130000","American Bankers Assn"," Susan Hirschmann ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$130000","American Bankers Assn"," Robert J Martinez ","No Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$130000","American Bankers Assn"," Joel Oswald ","Revolving Door Profiles","Non Former Members of Congress"
