"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Brownstein Hyatt et al","$110000","FirstBank (Colorado)"," Gregory Berger ","No Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$110000","FirstBank (Colorado)"," Norman Brownstein ","No Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$110000","FirstBank (Colorado)"," Michael B Levy ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$110000","FirstBank (Colorado)"," Elizabeth A Maier ","Revolving Door Profiles","Non Former Members of Congress"
