"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"JDM Public Strategies","$20000","Council of Development Finance Agencies"," Eric Silva ","Revolving Door Profiles","Non Former Members of Congress"
"Winston & Strawn","$60000","Council of Development Finance Agencies"," Eric Silva ","Revolving Door Profiles","Non Former Members of Congress"
