"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Capitol Ventures Government Relations","$40000","National Rural Lenders Assn"," Stuart McCalman ","Revolving Door Profiles","Non Former Members of Congress"
