"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Covington & Burling","$60000","Arvest Bank Group"," Edward L Yingling ","No Revolving Door Profiles","Non Former Members of Congress"
"Kutak Rock LLP","$30000","Arvest Bank Group"," David Karnes ","Revolving Door Profiles","Former Members of Congress"
