"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Butera & Andrews","$10000","Independence Community Bank"," Cliff Andrews ","Revolving Door Profiles","Non Former Members of Congress"
"Butera & Andrews","$10000","Independence Community Bank"," Wright H Jr Andrews ","Revolving Door Profiles","Non Former Members of Congress"
"Butera & Andrews","$10000","Independence Community Bank"," J Caleb III Boggs ","Revolving Door Profiles","Non Former Members of Congress"
"Butera & Andrews","$10000","Independence Community Bank"," James J Butera ","No Revolving Door Profiles","Non Former Members of Congress"
"Butera & Andrews","$10000","Independence Community Bank"," Frank Tillotson ","Revolving Door Profiles","Non Former Members of Congress"
