"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bracewell & Patterson","$0","First State Bank in Rio Vista"," Shannon Ratliff ","Revolving Door Profiles","Non Former Members of Congress"
