"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Akin Gump et al","$160000","Bank of New York"," Katherine D Brodie ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Bank of New York"," J David Carlin ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Bank of New York"," Smith W Davis ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Bank of New York"," Christine F Hesse ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Bank of New York"," Joel Jankowsky ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Bank of New York"," Charles W IV Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Bank of New York"," Steven R Ross ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Bank of New York"," Dana E Singiser ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Bank of New York"," Richard H III Sinkfield ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Bank of New York"," Barney J Jr Skladany ","Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$40000","Bank of New York"," H Rodgin Cohen ","No Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$40000","Bank of New York"," Samuel Seymour ","No Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$40000","Bank of New York"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
