"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bracewell & Patterson","$0","First National Bank In Durant"," Shannon Ratliff ","Revolving Door Profiles","Non Former Members of Congress"
