"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Akin Gump et al","$160000","Citigroup Management Corp"," Donald C Alexander ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Citigroup Management Corp"," James W Cicconi ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Citigroup Management Corp"," Sean G D'Arcy ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Citigroup Management Corp"," Smith W Davis ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Citigroup Management Corp"," David Geanacopoulos ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Citigroup Management Corp"," Alan Goodman ","No Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Citigroup Management Corp"," Wynn Segall ","No Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Citigroup Management Corp"," Barney J Jr Skladany ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$160000","Citigroup Management Corp"," S Bruce Wilson ","Revolving Door Profiles","Non Former Members of Congress"
"Arter & Hadden","$140000","Citigroup Management Corp"," Dan Cohen ","No Revolving Door Profiles","Non Former Members of Congress"
"Arter & Hadden","$140000","Citigroup Management Corp"," Tom Loeffler ","Revolving Door Profiles","Former Members of Congress"
"Arter & Hadden","$140000","Citigroup Management Corp"," Jon Plebani ","Revolving Door Profiles","Non Former Members of Congress"
"Associates First Capital","$300000",""," Keith A Jones ","No Revolving Door Profiles","Non Former Members of Congress"
"Associates First Capital","$300000",""," Sherry C Whitley ","No Revolving Door Profiles","Non Former Members of Congress"
"Associates First Capital","$300000",""," Judy K Winkel ","No Revolving Door Profiles","Non Former Members of Congress"
"Baker & Hostetler","$240000","Citigroup Management Corp"," William F Conroy ","No Revolving Door Profiles","Non Former Members of Congress"
"Baker & Hostetler","$240000","Citigroup Management Corp"," Matthew J Dolan ","Revolving Door Profiles","Non Former Members of Congress"
"Baker & Hostetler","$240000","Citigroup Management Corp"," Frederick H Graefe ","Revolving Door Profiles","Non Former Members of Congress"
"Baker & Hostetler","$240000","Citigroup Management Corp"," Kathleen M Kerrigan ","Revolving Door Profiles","Non Former Members of Congress"
"Baker & Hostetler","$240000","Citigroup Management Corp"," Steven A Lotterer ","No Revolving Door Profiles","Non Former Members of Congress"
"Baker & Hostetler","$240000","Citigroup Management Corp"," David L Marshall ","No Revolving Door Profiles","Non Former Members of Congress"
"Baker & Hostetler","$240000","Citigroup Management Corp"," Meghan E Muldoon ","No Revolving Door Profiles","Non Former Members of Congress"
"Baker & Hostetler","$240000","Citigroup Management Corp"," Kathleen M Sullivan ","No Revolving Door Profiles","Non Former Members of Congress"
"Baker & Hostetler","$240000","Citigroup Management Corp"," Guy A Vander Jagt ","Revolving Door Profiles","Former Members of Congress"
"Barnett Sivon & Natter","$500000","Citigroup Management Corp"," Robert E Barnett ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$500000","Citigroup Management Corp"," Jose S Rivas ","No Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$500000","Citigroup Management Corp"," James C Sivon ","Revolving Door Profiles","Non Former Members of Congress"
"Barrett Michael F Jr","$30000","Citigroup Management Corp"," Michael F Jr Barrett ","Revolving Door Profiles","Non Former Members of Congress"
"Boland & Madigan","$120000","Associates First Capital"," James P Gallagher ","Revolving Door Profiles","Non Former Members of Congress"
"Boland & Madigan","$120000","Associates First Capital"," Peter Madigan ","Revolving Door Profiles","Non Former Members of Congress"
"Boland & Madigan","$120000","Associates First Capital"," Clifford Northup ","Revolving Door Profiles","Non Former Members of Congress"
"Boland & Madigan","$120000","Associates First Capital"," Barry D Rhoads ","Revolving Door Profiles","Non Former Members of Congress"
"Boland & Madigan","$120000","Associates First Capital"," Vinetta Wheatley ","No Revolving Door Profiles","Non Former Members of Congress"
"Campbell-Crane & Assoc","$60000","Citigroup Management Corp"," Jeanne M Campbell ","Revolving Door Profiles","Non Former Members of Congress"
"Campbell-Crane & Assoc","$60000","Citigroup Management Corp"," Daniel M Crane ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5080000",""," Michael P Andrews ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5080000",""," S Colin Dowling ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5080000",""," Lionel C Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5080000",""," Gregory J Koczanski ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5080000",""," Jeffrey R Levey ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5080000",""," Roger Nathaniel Levy ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5080000",""," Carole Roberts ","No Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5080000",""," Dina S Shapiro ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$0","Salomon Smith Barney"," Edward D Kleinbard ","No Revolving Door Profiles","Non Former Members of Congress"
"Franzel Brent S","$100000","Citigroup Management Corp"," Brent S Franzel ","Revolving Door Profiles","Non Former Members of Congress"
"Silbey Franklin R","$40000","Citigroup Management Corp"," Franklin R Silbey ","No Revolving Door Profiles","Non Former Members of Congress"
"Thaxton Richard R","$40000","Citigroup Management Corp"," Richard R Thaxton ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Berl Bernhard ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Matthew C Bernstein ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Virginia R Boggs ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Kellie A Donnelly ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," S Colin Dowling ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Andrew D Eskin ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," David Acton Fitzgerald ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Rosemary B Freeman ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Marla P Grossman ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Lloyd N Hand ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Jamie Brown Hantman ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Vicki E Hart ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Noelle M Hawley ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Jane Hickie ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," David B Jacobsohn ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Cristina Krasow ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Daniel C Manatt ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Jenifer J Martin ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Harry C Jr McPherson ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Brenda G Meister ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Martin Mendelsohn ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," John A Merrigan ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," William H Minor ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Sara W Morris ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Nell Payne ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Steven R Phillips ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," James A Pickup ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Joshua H Raymond ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Ann W Richards ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Kapil Sharma ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Nancy A Sheliga ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Lawrence R Sidman ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Kathy D Smith ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Lauraine D Sullivan ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Susan O Temkin ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Solomon Torres ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Jessica A Wallace ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Lisa McHenry White ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," Linda J Willard ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$480000","Citigroup Management Corp"," John H Zentay ","Revolving Door Profiles","Non Former Members of Congress"
"Walker Lynda K","$180000","Citigroup Management Corp"," Lynda K Walker ","Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$80000","Citigroup Management Corp"," C Boyden Gray ","Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$80000","Citigroup Management Corp"," Michael S Helfer ","No Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$80000","Citigroup Management Corp"," Jane Sherburne ","No Revolving Door Profiles","Non Former Members of Congress"
