"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Dutko Group","$20000","Paribas"," Louis Lehrman ","Revolving Door Profiles","Non Former Members of Congress"
