"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Beck Edward A III","$20000","Bank of America"," Edward A III Beck ","No Revolving Door Profiles","Non Former Members of Congress"
"Covington & Burling","$0","Bank of America"," Stuart C Stock ","Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$20000","Bank of America"," Donald J Fix ","Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$20000","Bank of America"," Robert Venci ","No Revolving Door Profiles","Non Former Members of Congress"
"Kate Moss Co","$40000","Bank of America"," Kate Moss ","Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$260000","Bank of America"," Barbara M Angus ","Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$260000","Bank of America"," Timothy Anson ","No Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$260000","Bank of America"," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$260000","Bank of America"," Kenneth J Kies ","Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$260000","Bank of America"," Jeffrey R Levey ","No Revolving Door Profiles","Non Former Members of Congress"
"PricewaterhouseCoopers","$260000","Bank of America"," Patrick J 'Pat' Raffaniello ","Revolving Door Profiles","Non Former Members of Congress"
"Winston & Strawn","$0","Bank of America"," John Napier ","Revolving Door Profiles","Former Members of Congress"
