"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bradley Arant et al","$0","Bank of Alabama"," Doug Eckert ","Revolving Door Profiles","Non Former Members of Congress"
"Bradley Arant et al","$0","Bank of Alabama"," Luther J III Strange ","Revolving Door Profiles","Former Members of Congress"
