"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Association of Banks-In-Insurance","$0",""," E Kenneth Reynolds ","No Revolving Door Profiles","Non Former Members of Congress"
"McIntyre Law Firm","$100000","Association of Banks-In-Insurance"," Chrys D Lemon ","Revolving Door Profiles","Non Former Members of Congress"
"McIntyre Law Firm","$100000","Association of Banks-In-Insurance"," James T McIntyre ","Revolving Door Profiles","Non Former Members of Congress"
