"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Consumer Bankers Assn","$260000",""," Joe D Belew ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$260000",""," Nancy H Camm ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$260000",""," James F Jr Febeo ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$260000",""," Marcia Z Sullivan ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$260000",""," Steve Zeisel ","No Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey & Moskowitz","$100000","Consumer Bankers Assn"," Jeff Andrade ","Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey & Moskowitz","$100000","Consumer Bankers Assn"," Karen L Cipriani ","No Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey & Moskowitz","$100000","Consumer Bankers Assn"," Della B Cronin ","No Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey & Moskowitz","$100000","Consumer Bankers Assn"," John E Dean ","Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey & Moskowitz","$100000","Consumer Bankers Assn"," Saul L Moskowitz ","No Revolving Door Profiles","Non Former Members of Congress"
