"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Marshall A Brachman LLC","$50000","Zions Bancorp"," Marshall A Brachman ","No Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$20000","Zions Bank"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
