"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Davis Polk & Wardwell","$20000","Firstar Corp"," Theodore A Doremus ","Revolving Door Profiles","Non Former Members of Congress"
