"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Skol & Assoc","$50000","Colombian Banking & Fincl Entities Assn"," Michael Skol ","Revolving Door Profiles","Non Former Members of Congress"
