"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Civic Service Inc","$40000","Sanwa Bank"," Roy Pfautch ","No Revolving Door Profiles","Non Former Members of Congress"
"Civic Service Inc","$40000","Sanwa Bank"," Michael Wm Schick ","No Revolving Door Profiles","Non Former Members of Congress"
