"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Akin Gump et al","$240000","Bombardier Inc"," Marlene M Colucci ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$240000","Bombardier Inc"," David Geanacopoulos ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$240000","Bombardier Inc"," Charles W IV Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$240000","Bombardier Inc"," Jonathan R 'Rob' Joyce ","No Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$240000","Bombardier Inc"," Barney J Jr Skladany ","Revolving Door Profiles","Non Former Members of Congress"
"Arent Fox et al","$100000","Bombardier Inc"," Lawrence F Henneberger ","Revolving Door Profiles","Non Former Members of Congress"
"Arent Fox et al","$100000","Bombardier Inc"," Patrick J Morrissey ","No Revolving Door Profiles","Non Former Members of Congress"
"Arent Fox et al","$100000","Bombardier Inc"," Jeffrey S Peters ","No Revolving Door Profiles","Non Former Members of Congress"
"Arent Fox et al","$100000","Bombardier Inc"," Paul Jackson Rice ","Revolving Door Profiles","Non Former Members of Congress"
"Baker Donelson et al","$140000","Bombardier Inc"," Howard H Jr Baker ","No Revolving Door Profiles","Former Members of Congress"
"Baker Donelson et al","$140000","Bombardier Inc"," Edward R Hamberger ","Revolving Door Profiles","Non Former Members of Congress"
"Baker Donelson et al","$140000","Bombardier Inc"," Kevin D Jones ","Revolving Door Profiles","Non Former Members of Congress"
"Baker Donelson et al","$140000","Bombardier Inc"," James Keith Kennedy ","Revolving Door Profiles","Non Former Members of Congress"
"Baker Donelson et al","$140000","Bombardier Inc"," John Kinney ","No Revolving Door Profiles","Non Former Members of Congress"
"Baker Donelson et al","$140000","Bombardier Inc"," Janet L Powell ","Revolving Door Profiles","Non Former Members of Congress"
"Baker Donelson et al","$140000","Bombardier Inc"," Albert Randall ","Revolving Door Profiles","Non Former Members of Congress"
"Bombardier Capital","$0",""," William Joseph Donnelly ","No Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$70000","Bombardier Services Corp"," Donald J Fix ","Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$70000","Bombardier Services Corp"," Steven M Hyjek ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$220000","Bombardier Inc"," Suzanne D Cartwright ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$220000","Bombardier Inc"," Denis J Dwyer ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$220000","Bombardier Inc"," Jenifer J Martin ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$220000","Bombardier Inc"," John R Jr Mietus ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$220000","Bombardier Inc"," William H Minor ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$220000","Bombardier Inc"," Nell Payne ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$220000","Bombardier Inc"," Neil T Proto ","No Revolving Door Profiles","Non Former Members of Congress"
