"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"McMillan Group","$10000","Banque Paribas/New York Branch"," J Alex McMillan ","Revolving Door Profiles","Former Members of Congress"
