"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bank One Corp","$866000",""," Annie Hall ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank One Corp","$866000",""," Carter K McDowell ","Revolving Door Profiles","Non Former Members of Congress"
"Covington & Burling","$120000","Bank One Corp"," Stuart C Stock ","Revolving Door Profiles","Non Former Members of Congress"
"Dickstein Shapiro LLP","$0","First USA Bank"," Henry C II Cashen ","Revolving Door Profiles","Non Former Members of Congress"
"Dickstein Shapiro LLP","$0","First USA Bank"," Graham (Rusty) Mathews ","Revolving Door Profiles","Non Former Members of Congress"
"Dickstein Shapiro LLP","$0","First USA Bank"," Bernard Nash ","Revolving Door Profiles","Non Former Members of Congress"
"Dickstein Shapiro LLP","$0","First USA Bank"," Joseph Davies Tydings ","Revolving Door Profiles","Former Members of Congress"
"Dickstein Shapiro LLP","$0","First USA Bank"," L Andrew Zausner ","Revolving Door Profiles","Non Former Members of Congress"
"First Chicago NBD Corp","$160000",""," John L Currie ","No Revolving Door Profiles","Non Former Members of Congress"
"Hopkins & Sutter","$20000","First Chicago NBD Corp"," Jodi Hanson ","No Revolving Door Profiles","Non Former Members of Congress"
"Hopkins & Sutter","$20000","First Chicago NBD Corp"," Jeremiah Marsh ","No Revolving Door Profiles","Non Former Members of Congress"
