"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Muldoon Murphy & Faucette","$10000","Queens County Bancorp"," Joseph A Jr Muldoon ","Revolving Door Profiles","Non Former Members of Congress"
