"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"American Bankers Assn","$9270000",""," Wayne Abernathy ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," James Ballentine ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," William H Boger ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Cecelia A Calaby ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Hugh Carney ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," James Chessen ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Kenneth Clayton ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Richard Robert Cook ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Robin Cook ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Robert R Davis ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Denyette Depierro ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Edwin Elfmann ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Sarah Ferman ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Daniel Fernandez ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Renee Galbraith ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Timothy E Keehan ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," J Kevin A McKechnie ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Cristeena Naser ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Robert S Nichols ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Adam Noah ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Gerald Joseph Pigg ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Joan Gregory Saenz ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Lawrence Seyfried ","Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn","$9270000",""," Robert William Strand ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Assn Securities Assn","$0",""," Cecelia A Calaby ","No Revolving Door Profiles","Non Former Members of Congress"
"American Bankers Insurance Assn","$40000",""," J Kevin A McKechnie ","No Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$24000","American Bankers Insurance Assn"," James C Sivon ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","American Bankers Assn HSA Council"," Shannon Finley ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","American Bankers Assn HSA Council"," Drew Goesl ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","American Bankers Assn HSA Council"," Denise M Henry ","No Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","American Bankers Assn HSA Council"," Jim Mccrery ","Revolving Door Profiles","Former Members of Congress"
"Capitol Counsel","$120000","American Bankers Assn HSA Council"," David Olander ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","American Bankers Assn HSA Council"," John D Raffaelli ","Revolving Door Profiles","Non Former Members of Congress"
"Covington & Burling","$40000","American Bankers Assn"," Edward L Yingling ","No Revolving Door Profiles","Non Former Members of Congress"
"Federal Resources Group","$120000","American Bankers Assn"," Haroon Khan ","Revolving Door Profiles","Non Former Members of Congress"
"Florida Bankers Assn","$0",""," Katie Crofoot ","No Revolving Door Profiles","Non Former Members of Congress"
"Florida Bankers Assn","$0",""," Anthony Dimarco ","No Revolving Door Profiles","Non Former Members of Congress"
"Florida Bankers Assn","$0",""," Kenneth Pratt ","No Revolving Door Profiles","Non Former Members of Congress"
