"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Podesta Group","$90000","Islami Bank Bangladesh"," Michael Quaranta ","Revolving Door Profiles","Non Former Members of Congress"
