"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"McLarty Inbound","$80000","Capital Bank of Jordan"," Richard Burt ","Revolving Door Profiles","Non Former Members of Congress"
"McLarty Inbound","$80000","Capital Bank of Jordan"," Ali Tulbah ","No Revolving Door Profiles","Non Former Members of Congress"
