"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bank of America","$2280000",""," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$2280000",""," John E Collingwood ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$2280000",""," Edward Jeffrey Hill ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$2280000",""," Darrell Minott ","No Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$200000","Bank of America"," Jerry ""Jay"" Driscoll ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$200000","Bank of America"," Jeff Forbes ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$200000","Bank of America"," Libby Greer ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$200000","Bank of America"," Rachel D Miller ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$200000","Bank of America"," Franklyn Steinberg ","No Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$200000","Bank of America"," Jeff Strunk ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$200000","Bank of America"," Dan C Jr Tate ","Revolving Door Profiles","Non Former Members of Congress"
"Forbes Tate Partners","$200000","Bank of America"," Wesley Ryan Welch ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," Andrew H Barbour ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," Jon S Deuser ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," James C Free ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," Trevor Kolego ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," W Timothy Locke ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$240000","Bank of America"," Summer Mersinger ","Revolving Door Profiles","Non Former Members of Congress"
