"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Morrison Public Affairs Group","$0","Zions Bank"," Bruce A Morrison ","Revolving Door Profiles","Former Members of Congress"
"Sullivan & Cromwell","$0","Zions Bank"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
