"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Akin Gump et al","$360000","Bombardier Inc"," Christopher C Brown ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$360000","Bombardier Inc"," David Geanacopoulos ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$360000","Bombardier Inc"," Charles W IV Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$360000","Bombardier Inc"," James L Jr Johnson ","No Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$360000","Bombardier Inc"," Jonathan R 'Rob' Joyce ","No Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$360000","Bombardier Inc"," John Pitts ","No Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$360000","Bombardier Inc"," Barney J Jr Skladany ","Revolving Door Profiles","Non Former Members of Congress"
"Akin Gump et al","$360000","Bombardier Inc"," James R Jr Tucker ","Revolving Door Profiles","Non Former Members of Congress"
"Buchanan Ingersoll","$60000","Bombardier Aerospace"," Steven M Hilton ","Revolving Door Profiles","Non Former Members of Congress"
"Buchanan Ingersoll","$60000","Bombardier Aerospace"," Jim Lightfoot ","Revolving Door Profiles","Former Members of Congress"
"Hyjek & Fix","$80000","Bombardier Services Corp"," Steven M Hyjek ","Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$80000","Bombardier Services Corp"," Irene Schecter ","Revolving Door Profiles","Non Former Members of Congress"
"Jefferson Government Relations","$80000","Bombardier Transportation USA"," Jeanne Morin ","Revolving Door Profiles","Non Former Members of Congress"
"Jefferson Government Relations","$80000","Bombardier Transportation USA"," William A Roberts ","No Revolving Door Profiles","Non Former Members of Congress"
"Jefferson Government Relations","$80000","Bombardier Transportation USA"," Daniel Sheehan ","Revolving Door Profiles","Non Former Members of Congress"
"Legislative Strategies Group","$40000","Bombardier Aerospace"," Steven M Hilton ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$200000","Bombardier Inc"," Denis J Dwyer ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$200000","Bombardier Inc"," Brian C Jones ","Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$200000","Bombardier Inc"," Jenifer J Martin ","No Revolving Door Profiles","Non Former Members of Congress"
"Verner Liipfert et al","$200000","Bombardier Inc"," Joyce A Rogers ","Revolving Door Profiles","Non Former Members of Congress"
"Whitten & Diamond","$125000","Bombardier Inc"," Robert M Diamond ","Revolving Door Profiles","Non Former Members of Congress"
"Whitten & Diamond","$125000","Bombardier Inc"," Jamie L Jr Whitten ","No Revolving Door Profiles","Non Former Members of Congress"
"Whitten & Diamond","$125000","Bombardier Inc"," James Wilnaut ","No Revolving Door Profiles","Non Former Members of Congress"
