"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"B&D Sagamore","$60000","JPMorgan Chase & Co"," Frank S Swain ","Revolving Door Profiles","Non Former Members of Congress"
"BKSH & Assoc","$88000","JPMorgan Chase & Co"," Charles Black ","Revolving Door Profiles","Non Former Members of Congress"
"BKSH & Assoc","$88000","JPMorgan Chase & Co"," Karen Chiccehitto ","No Revolving Door Profiles","Non Former Members of Congress"
"BKSH & Assoc","$88000","JPMorgan Chase & Co"," Karen Nussle ","No Revolving Door Profiles","Non Former Members of Congress"
"BKSH & Assoc","$88000","JPMorgan Chase & Co"," Dennis C Shea ","Revolving Door Profiles","Non Former Members of Congress"
"Hohlt Group","$62000","JPMorgan Chase & Co"," Richard F Hohlt ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6300000",""," L Thomas Block ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6300000",""," Susan L Meade ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6300000",""," Edward W Russell ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$6300000",""," Cory N Strupp ","No Revolving Door Profiles","Non Former Members of Congress"
"LaRocco & Assoc","$72000","Chase Electronic Investments"," Larry LaRocco ","Revolving Door Profiles","Former Members of Congress"
"LaRocco & Assoc","$72000","Chase Electronic Investments"," Matthew L LaRocco ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$40000","JPMorgan Chase & Co"," Robert E Glennon ","No Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$40000","JPMorgan Chase & Co"," Michael McGregor ","No Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$40000","JPMorgan Chase & Co"," Thomas J Rosenkoetter ","Revolving Door Profiles","Non Former Members of Congress"
