"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Pillsbury Winthrop LLP","$40000","Swiss Bankers Assn"," Marc R Cohen ","No Revolving Door Profiles","Non Former Members of Congress"
"Pillsbury Winthrop LLP","$40000","Swiss Bankers Assn"," Thomas J Delaney ","Revolving Door Profiles","Non Former Members of Congress"
"Pillsbury Winthrop LLP","$40000","Swiss Bankers Assn"," Thomas J Spulak ","Revolving Door Profiles","Non Former Members of Congress"
"Pillsbury Winthrop LLP","$40000","Swiss Bankers Assn"," Andrew L Woods ","Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$40000","Swiss Bankers Assn"," Ursula Bass ","No Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$40000","Swiss Bankers Assn"," Russel J Bruemmer ","No Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$40000","Swiss Bankers Assn"," J Barclay Collins ","No Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$40000","Swiss Bankers Assn"," Lloyd N Cutler ","No Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$40000","Swiss Bankers Assn"," Stephen R Heifetz ","Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$40000","Swiss Bankers Assn"," Satish Kini ","No Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$40000","Swiss Bankers Assn"," Robert Pribble ","No Revolving Door Profiles","Non Former Members of Congress"
"Wilmer Cutler & Pickering","$40000","Swiss Bankers Assn"," William J Wilkins ","Revolving Door Profiles","Non Former Members of Congress"
