"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Consumer Bankers Assn","$1720000",""," Joe D Belew ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$1720000",""," Nancy H Camm ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$1720000",""," Courtney Clelan ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$1720000",""," Marcia Z Sullivan ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$1720000",""," Steve Zeisel ","No Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey & Moskowitz","$60000","Consumer Bankers Assn"," John E Dean ","Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey & Moskowitz","$60000","Consumer Bankers Assn"," Saul L Moskowitz ","No Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey & Moskowitz","$60000","Consumer Bankers Assn"," Jeanne O'Brien ","No Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey & Moskowitz","$60000","Consumer Bankers Assn"," Harrison III Wadsworth ","Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey & Moskowitz","$60000","Consumer Bankers Assn"," Jacqueline White ","No Revolving Door Profiles","Non Former Members of Congress"
